outcome,ehr,learner,ehr_auc,early_ehr_ecg,early_ehr_ctpa,early3,late,ap_early,ap_late,nfeat_early,diff,lo,hi
death_30d,EHR28,lr,0.8659454025593065,0.863584677120327,0.8762699714076186,0.8746219955339855,0.885622234490487,0.4271974633949378,0.47751994926389485,145,0.011014326329427018,-0.002949541408727868,0.025136896155346367
death_30d,EHR28,gb,0.8939527525317028,0.894405945896952,0.8966719127231978,0.8991644762320681,0.9076659717701733,0.5265937785496405,0.5257201191030861,145,0.008621273607723471,-0.004714203001185188,0.021855910779383297
death_30d,EHRall,lr,0.8805176292219082,0.8748403523372418,0.8762534916488824,0.8789644119610089,0.8961260207150568,0.4936518417255491,0.5332493926722791,198,0.01703603499593011,0.0037192184114430175,0.031228221038096745
death_30d,EHRall,gb,0.9024563080396503,0.905224907507354,0.9082242235973665,0.9071530392795049,0.9101688351282536,0.5867411764250924,0.56353358200522,198,0.0028676245530088896,-0.007717558156869492,0.01422172627497496
composite_30d,EHR28,lr,0.8361319642359856,0.8252149336683001,0.837405864682147,0.8312141160019672,0.8489213322036109,0.4310376085266915,0.4507223170628073,145,0.017818586258055134,0.004403582446796709,0.031606104617732896
composite_30d,EHR28,gb,0.8446967228170383,0.8348402884347615,0.8485717502207107,0.8371747850663318,0.8584518850764042,0.48220178030177996,0.4830652006692419,145,0.021315796340185416,0.0059354526464751286,0.03658072268427438
composite_30d,EHRall,lr,0.8475052289169476,0.8431917427550615,0.8455025389132148,0.8427592091152021,0.8576979137658275,0.4792208203700599,0.5082428907949939,198,0.014948257962480076,0.002121027266720732,0.028127270726177933
composite_30d,EHRall,gb,0.859779111587754,0.8500826554010416,0.8613463053924502,0.8505181516000782,0.8663189609712454,0.5256212442609073,0.5302968210942753,198,0.015763166147654745,0.0022454014943084468,0.02987005678213231
