outcome,late,joint,ap_joint,diff,lo,hi,mean_innerval
death_30d,0.8714517019470834,0.8767973236871813,0.4709440162698944,0.005084615074947859,-0.02238081483479177,0.030864105326903365,0.872193433106278
composite_30d,0.838866406356467,0.8137587173303786,0.4271137193425786,-0.025021705203491593,-0.046739076346906494,-0.005123376661318452,0.858743822546255
